year,question_no,context,question,A,B,C,D,answer,region
2017,33,,"In the constitution, the areas where both the federal and state governments exercise joint authority are on the",residual list ,concurrent list ,exclusive list ,reserved list.,B,International
2017,34,,Government is saddled with all the following responsibilities except ,prevention of internal disturbances ,protection of lives and properties,promotion of industrial development ,provision of all needs of the citizens.,D,International
2017,35,,A major feature of representative democracy is ,free and fair election ,absolute application of law ,civil liberty groups ,enlightened electorates.,A,International
2017,36,,A feature that distinguishes the 1979 Nigerian constitution from that of 1963 was the introduction of,unitary system of government,republicanism ,presidential system of government,westminster system.,C,International
2017,37,,"In a democracy, official opposition is allowed to ", bring down the government , pave way for military intervention  ,make government accountable  ,encourage crisis in a state.,C,International
2017,38,,The beauty of democratic system of government is that ,the president has supreme power ,political power resides in the people ,there is absence of exploitation ,political participation is limited,B,International
2017,39,"Use the passage below to answer question 39
One morning, Mr. Ojuri was on his way to a bank in his neighbourhood to make enquiries. He was arrested for wandering and subsequently detained for seven days by the police without trial or access to his relatives.","From the above passage, it could be said that in a society where this incident happened, there is absence of",court of law ,B. rule of law , lawyers and solicitors . ,the press.,B,International
2017,40,,The following can be classified as forms of political apathy except ,refusal to register and vote ,lack of interest in politics ,refusal to rig in an election ,nonchalant attitude towards politicians.,C,International
2017,41,,The notion of perceiving the involvement of people in politics as devilish connotes political,demonization, apathy  ,degeneration  ,discontent.,B,International
2017,42,,The active involvement of people in the decision-making process in a state indicates political ,indoctrination ,participation ,struggle ,apathy.,B,International
2017,43,,  A non-governmental organisation that allows independent initiative of citizens is known as,civil society,pressure group ,religious group ,professional society.,A,International
2017,44,,The effective way by which government can ascertain public support and reaction is through ,opinion leaders ,party members  ,campaigns  ,elections.,D,International
2017,45,,The following are effects of political apathy except that it ,affects the quality of lives ,leads to the enthronement of irresponsible leaders  ,promotes free and fair elections  ,ensures non-availability of dividends of democracy.,C,International
2017,46,,Which of the following is the best way through which citizens can participate in the politics of their country?,Acquisition of higher degree in political science,Standing for elective positions ,Learning the arts and science of political sagacity ,Undergoing mentorship under prominent political leaders.,B,International
2017,47,,The public service is important for ensuring  ,continuity in governance  ,gender equality ,professional equality  ,superiority of the pressure groups.,A,International
2017,48,,Political neutrality of civil servants means that they,do not engage in partisan politics  ,should not be seen or heard , should not work with politicians  ,do not receive praises nor blames for their actions.,A,International
2017,49,,The category of public service that has the closest contact with the political class is the ,manipulative class,administrative class,clerical class ,technical class. ,B,International
2017,50,,"In the public service, another name for red-tapism is ",theocracy ,bureaucracy ,autocracy ,democracy.,B,International
,,,,,,,,,
,,,,,,,,,
2018,1,,Members of a society are expected to adhere to societal values for the following reasons except,Enhancement of development. ,Improvement of self dignity. , Reduction of social vices. , Relegation of morality.,D,International
2018,2,,An attribute of honesty is,Tolerance. ,Justice ,compromise. , Liberty,A,International
2018,3,,"Discipline is describe, as the ",ability to show hospitality.,State or quality of being brave.,Tendency to fight. ,ability to behave in a controlled manner.,D,International
2018,4,,"The saying, ""ask for what you can do for your country and not what your country can do for you"" denotes that  ",The country owes you no obligation as a citizen,Citizens have both constitutional rights and obligations. ,Fundamental rights are to be safeguarded by citizens ,service and reward do not go together.,B,International
2018,5,," In the contemporary society, youths can display nationalistic role by showing the following attitudes except", Discouraging corrupt practices. ,Exploiting the environment for the betterment of the people. ,Contributing to the development of the society,Showing indifference to national issues.,B,International
2018,6,,The defence of the territorial integrity of a country by her citizens is part of  ,Political participation.,Self-determination. ,Political culture. ,Duties and obligations.,D,International
2018,7,,An agency established by Federal Government of Nigeria to protect rights of citizens ,Centre for Human Rights and Development.  ,Human Right Watch, Legal Aid Council Human Rights Monitor.,,A,International
2018,8,,The Universal Declaration of Human Rights (UDHR) was adopted by ,Economic Community of West African States (ECOWAS). ,United Nations Organisations (UNO). ,African Union (AU) ,European Union (EU).,B,International
2018,9,,The best means through which individual rights can be safeguarded is , Knowledge acquisition. ,Judicial independence.  ,Press censorship. , Improved standard of living.,B,International
2018,10,,The effect of queuing up in public places is,Orderliness ,Transparency, Honesty, Humility.,A,International
2018,11,,A father that effectively discharges his duty towards his children could be described as a,Philanthropist,Celebrity. , Responsible parent. ,Permissive father ,C,International
2018,12,,A programme established to foster common ties among Nigerians is ,Subsidy Re-investment Programme (SURE-P). ,Universal Basic Education (UBE),Education Trust Fund (ETF). ,National Youth Service Corps (NYSC).,D,International
2018,13,"Use the dialogue below to answer questions 13 to 15

Ade: Uche, are you not going to work today?
Uche: I will go, but by public transport.
Ade: Why?
Uche: One of the side mirrors of my car is broken and also, the car emits excessive smoke.","Uche's action, based on the dialogue above, can help in ",Reducing road accidents. , Increasing air pollution., Encouraging public transportation.,Ensuring vehicle's functionality.,A,International
2018,14,,An implication of Uche's action from the above dialogue is that he is ,Afraid of Federal Road Safety Corps. ,Considerate of other road users. ,Afraid of Civil Defence Corps. , Environmentally friendly.,B,International
2018,15,,"From the above dialogue, it could be implied that Uche is mindful of ",Driving school code. , When to use public transport , Traffic regulations. ,His obligations as a citizen.,D,International
2018,16,,Which of the following is not a skill for settling inter-communal conflict? ,War ,Dialogue  ,Mediation  ,Arbitration,A,International
2018,17,,One of the advantages of  inter-communal relationship is that it ensures the , Existence of totalitarianism,Domination of the minority by the majority,Domination of the majority by the minority.,Enhancement of security.,D,International
2018,18,,Which of the following skills negates the promotion of interpersonal relationship?,Tolerance,Selfishness,Caring,Kindness,B,International
2018,22,,Which of the following is not a common way by which people abuse drugs?,Ingestion,Intrusion,Inhalation,Injection,B,
2018,23,,The establishment of the national Drug Law Enforcement Agency (NDLEA) ,Make drugs available to the masses,prevent drug abuse,encourage the use of drug by the masses. ,Support importation of drugs.,B,
